timestamp,handle,displayName,followers,competitorMentioned,sentiment,sentimentScore,likes,retweets,replies,tweetUrl,text
2026-07-15T05:09:46.000+08:00,"@balllvest","Alvin","30","SemiAnalysis",negative,-2.96,,,,"https://x.com/balllvest/status/2077138507915517971","Don’t think thats the reason   general increase of competition (Meta (ik they’re renting from  $NBIS  ) have a fuck ton of compute - more than OpenAI or Anthropic according to semianalysis)   And myb just a sell off  can’t point a finger at it (probably just the combination)"
2026-07-15T05:01:56.000+08:00,"@AlphaWireNewsAi","Alpha Wire","69","SemiAnalysis",positive,2.023,,,,"https://x.com/AlphaWireNewsAi/status/2077136537717035100","Just in: Top 20 U.S. stocks by trading volume: SK Hynix rose more than 27%, hitting a new high since its listing.  On Tuesday, Micron Technology, which ranked No. 1 in U.S. stock market turnover, closed up 4.92%, with a turnover of US$29.7 billion. Wall Street institutions"
2026-07-15T04:51:26.000+08:00,"@yebraj","Nick Yebra","18","SemiAnalysis",positive,4.215,,,,"https://x.com/yebraj/status/2077133895448043805","This SemiAnalysis article confirmed what I already believed about Meta.  They’re going to be one of the three or four companies at the frontier of AI.   And the reason may have less to do with raw data, talent, or compute than people realize.  It’s their 70,000-person RL gym."
2026-07-15T04:46:56.000+08:00,"@AlphaWireNewsAi","Alpha Wire","69","SemiAnalysis",negative,-1.531,,,,"https://x.com/AlphaWireNewsAi/status/2077132762012963269","Just in: Top 20 U.S. stocks by trading volume on July 15: IBM’s performance warning and stock price fell more than 25%.  No. 1 in U.S. stock trading volume on Tuesday Technology closed up 4.92%, with a turnover of US$29.718 billion. Wall Street institutions predict that Micron"
2026-07-15T04:36:00.000+08:00,"@firesidealpha","Fireside Alpha","620","SemiAnalysis",positive,7.397,3,,,"https://x.com/firesidealpha/status/2077130012315333034","Dylan Patel of SemiAnalysis &  $SMCI 's Vik Malyala conversed on the Computex 2026 floor, and the recurring point was that the silicon is more ready than the buildings it goes in.   More key takeaways (save this):  1/ AMD's Helios rack weighs about 7,000 pounds, and Supermicro is"
2026-07-15T04:03:27.000+08:00,"@bjmtweets","Brian McCormick","5,913","SemiAnalysis",neutral,0,16,,,"https://x.com/bjmtweets/status/2077121819027620137","$NVDA  has much more pricing power than it’s using, per SemiAnalysis"
2026-07-15T03:35:52.000+08:00,"@sesori_ai","Sesori - OpenCode on Mobile","161","SemiAnalysis",neutral,0,2,,,"https://x.com/sesori_ai/status/2077114877349703791","Sources   SemiAnalysis measurements:  https:// x.com/SemiAnalysis_/ status/2064815044085318040 …  Anthropic’s Fable cap:"
2026-07-15T03:24:39.000+08:00,"@PodcastAlphaX","Podcast Alpha","11.2K","SemiAnalysis",negative,-1.466,1,,,"https://x.com/PodcastAlphaX/status/2077112057099686029","Cyclical peak or a new structural cycle? Tom Lee  @fundstrat  says for semis it may not matter yet.  On Prof G Markets, Lee took on the group that has driven the entire market.  Semis historically traded on book-to-bill, a demand-cycle tell. AI changed the demand structure - a"
2026-07-15T03:17:52.000+08:00,"@AlphaWireNewsAi","Alpha Wire","69","SemiAnalysis",positive,7.717,,,,"https://x.com/AlphaWireNewsAi/status/2077110348445077537","Just in: TSMC’s June revenue bucks trend and rises; AI chips support performance fundamentals.  According to the monthly financial report, the company's consolidated revenue in June reached NT$442.68 billion, an increase of 6.2% from May and a 67.9% increase from last year."
2026-07-15T03:00:07.000+08:00,"@SUOHA_AI","梭哈.AI","24.2K","SemiAnalysis",neutral,0,6,,5,"https://x.com/SUOHA_AI/status/2077105882370900176","很有意思，著名机构SemiAnalysis 内存分析师 Ray Wang 是这样看CXMT（长鑫科技）的  他说：中国的 长鑫存储（CXMT）目前已经是一个非常不容小觑的参与者  他们占有大约10%市场份额，但在技术层面，长鑫科技相较于SK海力士和三星仍然落后两到三年，在高带宽内存（HBM）领域，长鑫存储大约落后四年"
